Devices
1000
,,Force Plate 1 - Force,,,Force Plate 1 - Moment,,,Force Plate 1 - CoP,,,Force Plate 2 - Force,,,Force Plate 2 - Moment,,,Force Plate 2 - CoP,,,Force Plate 3 - Force,,,Force Plate 3 - Moment,,,Force Plate 3 - CoP,,,Force Plate 4 - Force,,,Force Plate 4 - Moment,,,Force Plate 4 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
237,1,-3.24899,-54.0509,-403.017,-20344.5,-92507.3,12644.5,70.4631,-154.52,0,-35.877,27.9295,-286.917,7912.46,-68707.6,-8999.2,60.5318,172.423,0,18.9772,22.7839,-188.122,5931.8,48126.1,6420.31,-49.1766,168.468,0,-2.40749e-010,1.45335e-010,9.09648e-010,3.091e-008,-2.5227e-007,5.16854e-008,-305,-205,0
237,2,-3.11635,-54.081,-402.846,-20347.3,-92363.7,12653.6,70.7222,-154.491,0,-35.7954,27.8476,-287.099,7825.49,-68819.7,-8977.54,60.2925,172.743,0,18.9438,22.7601,-187.679,5880.71,47919,6406.43,-49.6758,168.666,0,2.99898e-010,-1.81031e-010,-1.13356e-009,-3.82012e-008,3.14256e-007,-6.44399e-008,-305,-205,0
237,3,-3.0495,-54.1719,-402.828,-20381.3,-92430.6,12644.8,70.5458,-154.404,0,-35.5832,27.8157,-287.568,7832.16,-68974.1,-8986.79,60.1471,172.764,0,18.9027,22.738,-187.458,5861.54,47848.6,6376.27,-49.7502,168.731,0,-2.00716e-010,1.21157e-010,7.58777e-010,2.54869e-008,-2.10326e-007,4.31432e-008,-305,-205,0
237,4,-3.01063,-54.1155,-403.195,-20402.9,-92438.3,12624.4,70.7356,-154.397,0,-35.6576,27.7393,-287.931,7914.85,-69034.5,-8980.05,60.2393,172.511,0,19.05,22.608,-187.164,5872.9,47845,6382.81,-49.3682,168.622,0,8.84825e-011,-5.34088e-011,-3.3455e-010,-1.11959e-008,9.272e-008,-1.90263e-008,-305,-205,0
237,5,-2.94069,-53.9651,-403.325,-20386.6,-92313.6,12599.9,71.1187,-154.454,0,-35.8266,27.8165,-288.116,7956.34,-69070.8,-8992.6,60.2675,172.385,0,19.0674,22.3697,-186.83,5853.62,47806.6,6388.06,-49.1169,168.669,0,-1.63689e-011,9.87926e-012,6.19314e-011,2.04145e-009,-1.71534e-008,3.52528e-009,-305,-205,0
237,6,-2.8539,-53.9047,-403.248,-20348.7,-92359,12578.7,70.9623,-154.538,0,-35.8093,27.8902,-288.749,7977.68,-69147.2,-9009.67,60.5283,172.372,0,19.0094,22.358,-186.529,5826.03,47770.5,6371.3,-48.8972,168.766,0,-1.39392e-011,8.41492e-012,5.26655e-011,1.79155e-009,-1.46063e-008,2.99221e-009,-305,-205,0
237,7,-2.70769,-53.9909,-402.993,-20361.9,-92422.7,12602.7,70.6592,-154.473,0,-35.7365,27.8393,-289.617,7980.34,-69265,-9005.44,60.8392,172.445,0,19.1282,22.4365,-186.045,5847.16,47703.8,6349.94,-48.59,168.571,0,1.84353e-011,-1.11283e-011,-6.9681e-011,-2.3488e-009,1.93179e-008,-3.96114e-009,-305,-205,0
237,8,-2.63947,-53.9408,-402.704,-20420.8,-92369.5,12609.2,70.6268,-154.291,0,-35.7928,27.8187,-290.028,8004.43,-69386.2,-8997.65,60.7605,172.401,0,19.1679,22.3866,-185.846,5848.92,47538.2,6332.08,-49.2064,168.528,0,-1.26225e-011,7.6193e-012,4.77173e-011,1.60306e-009,-1.32269e-008,2.71312e-009,-305,-205,0
237,9,-2.57083,-53.832,-403.067,-20448.5,-92302.6,12571.2,70.9995,-154.268,0,-35.8032,27.8657,-290.215,8048.15,-69464,-8970.37,60.6464,172.268,0,19.2098,22.386,-185.743,5801.17,47375.9,6314.3,-49.939,168.768,0,5.70475e-012,-3.44344e-012,-2.15692e-011,-7.22016e-010,5.97794e-009,-1.22665e-009,-305,-205,0
238,0,-2.39474,-53.8832,-403.419,-20459,-92174.5,12575.4,71.5167,-154.286,0,-35.5882,27.8564,-290.627,8059.4,-69458.3,-8949.07,61.0054,172.269,0,19.2764,22.3672,-185.198,5827.67,47362.3,6314.54,-49.2611,168.533,0,-1.16051e-012,7.00426e-013,4.39031e-012,1.45062e-010,-1.21612e-009,2.49872e-010,-305,-205,0
238,1,-2.29274,-53.8535,-402.972,-20483.2,-92169.9,12582.8,71.2748,-154.17,0,-35.437,27.7562,-291.073,8083.18,-69521.2,-8952.54,61.1555,172.23,0,19.3021,22.3842,-184.852,5824.08,47346.4,6329.72,-48.8683,168.493,0,-8.00434e-013,4.83216e-013,3.02404e-012,1.03004e-010,-8.38735e-010,1.71799e-010,-305,-205,0
238,2,-2.20384,-53.861,-402.984,-20493.8,-92180.4,12556.6,71.2553,-154.145,0,-35.5532,27.755,-291.264,8125.84,-69673,-8960.1,60.7906,172.101,0,19.4413,22.3739,-184.791,5757.44,47209.4,6316.68,-49.5249,168.843,0,1.13149e-012,-6.83016e-013,-4.27672e-012,-1.44192e-010,1.18566e-009,-2.43114e-010,-305,-205,0
238,3,-2.08509,-53.9271,-403.621,-20503.1,-92000.2,12550.2,72.0631,-154.202,0,-35.5815,27.7195,-291.667,8107.25,-69681,-8962.76,61.0938,172.204,0,19.4148,22.2153,-184.265,5782.41,47113.6,6313.77,-49.3154,168.619,0,-7.92931e-013,4.78635e-013,2.99752e-012,1.00717e-010,-8.30898e-010,1.70432e-010,-305,-205,0
238,4,-1.98667,-53.7333,-403.573,-20519.8,-92019.7,12545.6,71.9872,-154.155,0,-35.4691,27.5249,-292.254,8069.65,-69690.5,-8952.66,61.5414,172.388,0,19.3489,22.2549,-183.9,5789.43,47088.7,6305.63,-48.944,168.519,0,3.67151e-013,-2.21617e-013,-1.38816e-012,-4.64794e-011,3.84734e-010,-7.89439e-011,-305,-205,0
238,5,-1.90694,-53.5344,-403.451,-20505.7,-92140.6,12528.3,71.6189,-154.174,0,-35.4734,27.5384,-292.579,8119.26,-69851.3,-8947.23,61.2566,172.249,0,19.4471,22.2648,-183.667,5728.61,47022,6252.11,-48.982,168.81,0,-8.11131e-014,4.89564e-014,3.06832e-013,1.01573e-011,-8.49995e-011,1.74612e-011,-305,-205,0
238,6,-1.85256,-53.5509,-403.738,-20524.4,-92048.3,12527.6,72.0102,-154.164,0,-35.4463,27.6795,-293.06,8157.99,-69981,-8935.91,61.2057,172.163,0,19.452,22.0788,-183.006,5731.19,46984,6241.28,-48.2655,168.683,0,-4.55118e-014,2.74755e-014,1.71932e-013,5.86546e-012,-4.76894e-011,9.76667e-012,-305,-205,0
238,7,-1.72167,-53.6277,-403.438,-20569.2,-91992.9,12538.5,71.9778,-154.015,0,-35.3432,27.5947,-293.545,8152.54,-70087.1,-8899.82,61.2392,172.227,0,19.4887,22.0811,-182.983,5745.48,46989.2,6258.38,-48.2055,168.601,0,6.93337e-014,-4.18529e-014,-2.62059e-013,-8.83765e-012,7.26529e-011,-1.48968e-011,-305,-205,0
238,8,-1.51747,-53.6685,-403.155,-20517.9,-92019.7,12538.2,71.7509,-154.107,0,-35.3235,27.4701,-293.803,8187.98,-70167.4,-8891.23,61.1755,172.131,0,19.4985,22.0011,-183.014,5735,46880.7,6249.41,-48.8413,168.664,0,-4.97564e-014,3.00344e-014,1.88093e-013,6.32099e-012,-5.21388e-011,1.06944e-011,-305,-205,0
238,9,-1.46031,-53.6055,-403.66,-20463.4,-92015.2,12508.8,72.0481,-154.305,0,-35.2811,27.4778,-294.331,8226.06,-70211.1,-8923.07,61.4556,172.052,0,19.4022,21.9048,-182.519,5756.25,46744.4,6245.96,-48.8932,168.462,0,2.35896e-014,-1.4239e-014,-8.91887e-014,-2.98701e-012,2.47193e-011,-5.07206e-012,-305,-205,0
239,0,-1.51279,-53.5491,-403.911,-20503.1,-92070.1,12471,72.0537,-154.239,0,-35.1781,27.4678,-295.113,8236.72,-70338.2,-8914.56,61.6567,172.09,0,19.5072,21.9621,-182.489,5742.22,46737.1,6255.55,-48.8908,168.534,0,-5.60467e-015,3.38278e-015,2.11998e-014,7.0287e-013,-5.8732e-012,1.20633e-012,-305,-205,0
239,1,-1.31381,-53.5934,-403.638,-20541.3,-92081.3,12480.4,71.8717,-154.11,0,-35.1274,27.3096,-295.808,8263.25,-70402.1,-8858.75,62.0011,172.066,0,19.6535,21.8644,-182.246,5696.8,46728.9,6257.55,-48.5952,168.741,0,-2.55677e-015,1.54355e-015,9.65799e-015,3.30118e-013,-2.67909e-012,5.48562e-013,-305,-205,0
239,2,-1.08115,-53.5863,-403.646,-20545.8,-91943.4,12503.1,72.2176,-154.099,0,-35.1345,27.1349,-296.077,8323.3,-70466,-8822.78,62.0008,171.888,0,19.6587,21.9051,-181.704,5688.14,46658.4,6229.23,-48.2174,168.696,0,4.24128e-015,-2.56024e-015,-1.60305e-014,-5.40749e-013,4.44433e-012,-9.11245e-013,-305,-205,0
239,3,-1.01624,-53.4446,-404.002,-20564.8,-91852.5,12482.3,72.6432,-154.097,0,-35.2126,27.161,-296.115,8307.8,-70699.9,-8815.66,61.2415,171.944,0,19.6102,21.9227,-181.717,5687.36,46603.8,6215.65,-48.5367,168.702,0,-3.1188e-015,1.8826e-015,1.17898e-014,3.96269e-013,-3.26813e-012,6.70331e-013,-305,-205,0
239,4,-0.884939,-53.2784,-404.017,-20595.9,-91868.7,12456.1,72.612,-154.022,0,-35.2808,27.2911,-296.652,8263.6,-70777.7,-8827.4,61.4119,172.144,0,19.6241,21.6449,-181.579,5698.23,46558.8,6202.66,-48.5901,168.619,0,1.51321e-015,-9.13393e-016,-5.72115e-015,-1.91651e-013,1.58567e-012,-3.2535e-013,-305,-205,0
239,5,-0.789734,-53.3743,-403.47,-20603.6,-91907.8,12449.8,72.2067,-153.934,0,-35.1532,27.3125,-297.255,8305.11,-70751.2,-8820.92,61.9846,172.061,0,19.7151,21.6592,-181.108,5715.22,46533.7,6187.36,-48.061,168.443,0,-3.83622e-016,2.31543e-016,1.45098e-015,4.8168e-014,-4.02001e-013,8.25587e-014,-305,-205,0
239,6,-0.675379,-53.5242,-403.309,-20604.8,-91890.9,12455.6,72.1576,-153.911,0,-35.0158,27.231,-297.351,8325.98,-70931.5,-8780.62,61.455,171.999,0,19.596,21.8696,-181.201,5715.24,46458.6,6207.59,-48.6075,168.459,0,-1.41489e-016,8.54199e-017,5.34404e-016,1.83109e-014,-1.48258e-013,3.0349e-014,-305,-205,0
239,7,-0.57755,-53.349,-403.588,-20624.9,-91789.1,12454.9,72.5672,-153.896,0,-35.057,27.2266,-297.548,8365.18,-71068.4,-8782.32,61.1532,171.886,0,19.4576,21.8162,-181.184,5717.21,46377,6172.46,-49.033,168.445,0,2.58983e-016,-1.56334e-016,-9.78851e-016,-3.30279e-014,2.71381e-013,-5.56412e-014,-305,-205,0
239,8,-0.660432,-53.3286,-403.56,-20629.9,-91757.3,12430.6,72.6307,-153.88,0,-35.0649,27.2809,-298.023,8435.98,-71090.1,-8822.35,61.4613,171.694,0,19.4672,21.7004,-180.536,5694.34,46374.2,6147.23,-48.1308,168.459,0,-1.95277e-016,1.17875e-016,7.38189e-016,2.48153e-014,-2.04627e-013,4.19705e-014,-305,-205,0
239,9,-0.631878,-53.5004,-403.495,-20617.1,-91737.1,12431,72.6435,-153.904,0,-35.0253,27.2219,-298.569,8418.5,-71199.9,-8817.45,61.5291,171.804,0,19.4527,21.706,-180.548,5670.12,46305,6172.98,-48.5313,168.595,0,9.69187e-017,-5.85015e-017,-3.66427e-016,-1.22775e-014,1.0156e-013,-2.08377e-014,-305,-205,0
240,0,-0.369145,-53.4069,-403.604,-20633.6,-91635.4,12468.1,72.9571,-153.876,0,-34.9983,27.1239,-298.945,8414.82,-71268.2,-8779.91,61.6007,171.852,0,19.5342,21.7225,-180.97,5694.98,46251.9,6143.22,-49.4224,168.531,0,-2.605e-017,1.57232e-017,9.85247e-017,3.27425e-015,-2.7298e-014,5.60556e-015,-305,-205,0
240,1,-0.229244,-53.3356,-403.997,-20679.1,-91614.6,12450.8,73.2297,-153.814,0,-35.0075,27.1286,-299.247,8459.19,-71308,-8776.04,61.7087,171.732,0,19.5465,21.5977,-180.673,5692.69,46266.9,6139.72,-48.9192,168.492,0,-7.67941e-018,4.63634e-018,2.9001e-017,9.96867e-016,-8.04672e-015,1.64665e-015,-305,-205,0
240,2,-0.342952,-53.4205,-404.085,-20698.4,-91596.2,12382.5,73.3247,-153.777,0,-35.0908,27.1818,-300.106,8471.43,-71476.4,-8802.51,61.8293,171.772,0,19.5005,21.5263,-180.213,5643.99,46216.8,6177.64,-48.5436,168.682,0,1.57841e-017,-9.52808e-018,-5.96569e-017,-2.01348e-015,1.65397e-014,-3.39105e-015,-305,-205,0
240,3,-0.310763,-53.3533,-403.698,-20678,-91536.6,12369.5,73.2546,-153.778,0,-35.141,27.1407,-300.815,8477.71,-71594.9,-8801.2,61.9967,171.818,0,19.4742,21.6432,-180.218,5650.54,46147.4,6162.92,-48.9357,168.646,0,-1.22133e-017,7.37234e-018,4.61688e-017,1.55228e-015,-1.27981e-014,2.62495e-015,-305,-205,0
240,4,-0.124212,-53.1228,-403.973,-20686.3,-91558.4,12418.8,73.3553,-153.793,0,-35.0925,27.112,-300.91,8510.05,-71633.5,-8780.82,61.9433,171.719,0,19.3142,21.5851,-180.148,5689.86,46102.6,6127.72,-49.0847,168.416,0,6.19833e-018,-3.74141e-018,-2.34342e-017,-7.85355e-016,6.49515e-015,-1.33262e-015,-305,-205,0
240,5,-0.0798598,-53.0791,-404.226,-20725.3,-91599.3,12426.9,73.3956,-153.728,0,-34.9102,27.2246,-301.375,8562.33,-71765.9,-8787.38,61.8721,171.589,0,19.3649,21.4589,-179.76,5667.59,46094,6127.12,-48.58,168.471,0,-1.75699e-018,1.06048e-018,6.64489e-018,2.21033e-016,-1.84115e-015,3.7804e-016,-305,-205,0
240,6,-0.0112749,-53.2153,-404.006,-20728.4,-91628.1,12384.5,73.2015,-153.693,0,-34.856,27.2227,-302.073,8554.58,-71878,-8800.5,62.0511,171.68,0,19.4461,21.5626,-179.745,5662.2,46077.9,6143.35,-48.648,168.499,0,-4.06098e-019,2.45185e-019,1.53331e-018,5.29354e-017,-4.25518e-016,8.70368e-017,-305,-205,0
240,7,0.13207,-53.0312,-403.954,-20721.3,-91519.8,12374.3,73.44,-153.704,0,-35.046,27.1105,-302.328,8522.48,-71917.6,-8789.04,62.1207,171.81,0,19.2424,21.569,-179.818,5685.22,46018.5,6133.12,-49.0831,168.383,0,9.60057e-019,-5.79539e-019,-3.62854e-018,-1.22504e-016,1.00602e-015,-2.06251e-016,-305,-205,0
240,8,0.189934,-52.8084,-403.774,-20726.4,-91400.5,12359.8,73.6346,-153.668,0,-35.0207,27.0934,-302.543,8546.74,-72019.6,-8769.15,61.9528,171.75,0,19.1946,21.4188,-179.41,5640.83,45971,6119.11,-48.7658,168.559,0,-7.6302e-019,4.60583e-019,2.88434e-018,9.69928e-017,-7.99553e-016,1.63989e-016,-305,-205,0
240,9,0.290356,-52.9994,-403.663,-20721.4,-91452.8,12331.6,73.4424,-153.666,0,-34.7695,27.022,-303.152,8566.37,-72140.7,-8763.54,62.0316,171.742,0,19.3151,21.4223,-179.119,5601.14,45928.2,6123.88,-48.5882,168.729,0,3.95843e-019,-2.38937e-019,-1.49656e-018,-5.01649e-017,4.14799e-016,-8.51034e-017,-305,-205,0
241,0,0.477462,-53.0882,-403.59,-20709.6,-91377.3,12322.9,73.5889,-153.687,0,-34.7802,26.9845,-303.563,8588.14,-72212.6,-8745.93,62.1163,171.709,0,19.3712,21.479,-179.05,5601.18,45873.2,6109.36,-48.7972,168.717,0,-1.1781e-019,7.11081e-020,4.45538e-019,1.48322e-017,-1.23453e-016,2.53463e-017,-305,-205,0
241,1,0.58657,-52.9069,-403.507,-20725.5,-91256.6,12297.6,73.8412,-153.636,0,-34.8937,27.0457,-303.69,8641.01,-72273.3,-8728.57,62.0163,171.547,0,19.3944,21.3962,-178.737,5593.42,45821.4,6079.14,-48.6377,168.706,0,-2.0698e-020,1.24972e-020,7.81272e-020,2.71439e-018,-2.16875e-017,4.43308e-018,-305,-205,0
241,2,0.572088,-52.8958,-403.802,-20753.6,-91276.1,12281.3,73.9585,-153.604,0,-34.8174,27.0484,-304.281,8671.69,-72338.1,-8745.87,62.2652,171.501,0,19.3976,21.3011,-178.363,5586.16,45819.6,6070.21,-48.1107,168.681,0,5.82698e-020,-3.51747e-020,-2.20228e-019,-7.43755e-018,6.10592e-017,-1.25178e-017,-305,-205,0
241,3,0.569142,-52.9076,-403.693,-20706.5,-91288.8,12278,73.8654,-153.707,0,-34.8193,27.087,-304.907,8662,-72451.1,-8755.41,62.3826,171.591,0,19.396,21.3095,-178.381,5593.31,45848.5,6069.93,-47.9734,168.644,0,-4.76159e-020,2.87425e-020,1.79995e-019,6.05373e-018,-4.98957e-017,1.02335e-017,-305,-205,0
241,4,0.760431,-52.694,-403.069,-20703.5,-91307.7,12265.4,73.469,-153.635,0,-34.8322,27.0473,-305.326,8678.77,-72669.2,-8743.82,61.9948,171.575,0,19.3506,21.3442,-178.688,5629.26,45761,6056.59,-48.9059,168.497,0,2.5245e-020,-1.52383e-020,-9.54428e-020,-3.19988e-018,2.64538e-017,-5.42737e-018,-305,-205,0
241,5,1.06977,-52.6039,-403.096,-20784.1,-91294.2,12258.8,73.5173,-153.439,0,-34.7055,27.0048,-305.708,8684.02,-72818.4,-8746.87,61.8042,171.594,0,19.2737,21.2707,-178.523,5628.49,45643.6,6044.95,-49.3264,168.472,0,-7.85891e-021,4.74354e-021,2.97202e-020,9.90106e-019,-8.23536e-018,1.69069e-018,-305,-205,0
241,6,1.27109,-52.7304,-403.58,-20749.6,-91200.3,12226.6,74.0219,-153.586,0,-34.5265,27.1442,-305.899,8685.43,-72828.7,-8764.32,61.9194,171.607,0,19.2274,21.1622,-177.88,5566.38,45637.9,6052.93,-48.4348,168.707,0,-9.9707e-022,6.02069e-022,3.76182e-021,1.32023e-019,-1.04471e-018,2.13318e-019,-305,-205,0
241,7,1.29679,-52.738,-403.704,-20713.9,-91141.2,12205,74.2374,-153.69,0,-34.4292,27.1154,-306.45,8760.64,-72889.9,-8752.18,62.1474,171.412,0,19.221,21.2063,-177.426,5577.55,45606,6064.76,-47.9579,168.564,0,3.52854e-021,-2.13002e-021,-1.33357e-020,-4.50531e-019,3.69745e-018,-7.57991e-019,-305,-205,0
241,8,1.18358,-52.6214,-403.428,-20751.9,-91140.8,12222.6,74.0842,-153.561,0,-34.6303,27.0129,-307.297,8762.5,-72978.9,-8736.93,62.5134,171.485,0,19.2654,21.2483,-177.187,5593.07,45531.9,6050.97,-48.0291,168.434,0,-2.96808e-021,1.79163e-021,1.12197e-020,3.77413e-019,-3.11019e-018,6.37882e-019,-305,-205,0
241,9,1.17819,-52.5693,-403.083,-20743.1,-91133.4,12198.6,73.9092,-153.539,0,-34.7395,27.0153,-307.655,8710.79,-73081.2,-8746.58,62.457,171.686,0,19.2954,21.2518,-177.473,5540.37,45537.9,6040.14,-48.4094,168.782,0,1.60786e-021,-9.70534e-022,-6.07873e-021,-2.03839e-019,1.68485e-018,-3.45664e-019,-305,-205,0
242,0,1.40205,-52.5203,-403.098,-20783.6,-91104.3,12199.8,73.9898,-153.44,0,-34.5001,26.9792,-307.692,8747.61,-73267.2,-8730.78,61.8814,171.57,0,19.2272,21.2625,-177.925,5560.72,45590.9,6048.2,-48.7635,168.747,0,-5.21879e-022,3.15001e-022,1.97355e-021,6.57886e-020,-5.46876e-019,1.12264e-019,-305,-205,0
242,1,1.42665,-52.4221,-403.452,-20841.4,-91076.1,12237.6,74.2579,-153.342,0,-34.2714,27.0522,-308.213,8814.01,-73387.3,-8740.41,61.8943,171.403,0,19.1804,21.1658,-177.538,5566.1,45547.6,6043.7,-48.4492,168.649,0,-4.35591e-023,2.63067e-023,1.64201e-022,5.87111e-021,-4.56386e-020,9.30018e-021,-305,-205,0
242,2,1.28919,-52.3323,-403.603,-20806.8,-91024.6,12189.9,74.47,-153.448,0,-34.2164,27.1246,-308.861,8841.71,-73404,-8777.92,62.3395,171.373,0,19.2568,21.1695,-176.963,5533.71,45438,6035.74,-48.2342,168.73,0,2.13147e-022,-1.28667e-022,-8.05552e-022,-2.72247e-020,2.2335e-019,-4.57859e-020,-305,-205,0
242,3,1.4931,-52.2916,-403.46,-20814,-90962.7,12151.7,74.5434,-153.411,0,-34.3475,27.1399,-308.954,8814.85,-73473.2,-8761.33,62.1875,171.469,0,19.273,21.2291,-176.85,5562.27,45392.6,6031.75,-48.3275,168.548,0,-1.848e-022,1.11551e-022,6.98559e-022,2.35024e-020,-1.93648e-019,3.97153e-020,-305,-205,0
242,4,1.7277,-52.3164,-403.461,-20876.4,-90948.6,12174.6,74.5787,-153.257,0,-34.3402,27.131,-309.108,8817.07,-73581.6,-8732.26,61.9549,171.476,0,19.2385,21.1507,-176.704,5538.5,45345,6019.75,-48.3849,168.657,0,1.02273e-022,-6.17339e-023,-3.86653e-022,-1.29681e-020,1.0717e-019,-2.19866e-020,-305,-205,0
242,5,1.71321,-52.252,-403.434,-20875.3,-90969,12157.9,74.5133,-153.256,0,-34.1279,27.0417,-309.803,8857.08,-73684.4,-8737.83,62.1577,171.411,0,19.3081,21.097,-176.352,5494.56,45272.3,6018.91,-48.2844,168.843,0,-3.45154e-023,2.08333e-023,1.30521e-022,4.35341e-021,-3.61686e-020,7.42439e-021,-305,-205,0
242,6,1.84271,-52.1737,-403.255,-20888.5,-91020.3,12115.2,74.2861,-153.2,0,-34.1991,27.0975,-310.759,8845.27,-73766.2,-8748.14,62.626,171.537,0,19.3192,21.0976,-176.241,5522.88,45267.9,6046.7,-48.1473,168.663,0,-1.53735e-024,9.2882e-025,5.78239e-024,2.16535e-022,-1.61058e-021,3.26516e-022,-305,-205,0
242,7,2.05351,-52.1305,-403.528,-20923.9,-91001.8,12084.6,74.4846,-153.148,0,-34.3238,27.1639,-311.28,8860.02,-73790.6,-8738.99,62.9442,171.537,0,19.2137,20.9868,-176.278,5534.5,45301.7,6050.34,-48.0104,168.604,0,1.28413e-023,-7.75177e-024,-4.85308e-023,-1.64082e-021,1.3456e-020,-2.75832e-021,-305,-205,0
242,8,2.08002,-51.9733,-403.792,-20914,-90895,12065.4,74.8965,-153.206,0,-34.178,27.1093,-311.414,8928.23,-73868.8,-8726.36,62.7957,171.33,0,19.187,20.8661,-175.782,5497.28,45247.9,6011.65,-47.5906,168.727,0,-1.14927e-023,6.93737e-024,4.34429e-023,1.46185e-021,-1.20429e-020,2.46984e-021,-305,-205,0
242,9,2.07866,-51.9788,-403.497,-20926.7,-90869.1,12053.3,74.7962,-153.137,0,-34.1451,27.1105,-311.988,8930.5,-74003.8,-8721.49,62.7994,171.376,0,19.254,21.0183,-175.507,5477.47,45138.7,6013.15,-47.8097,168.791,0,6.4972e-024,-3.92184e-024,-2.45631e-023,-8.23982e-022,6.80832e-021,-1.39674e-021,-305,-205,0
243,0,2.16676,-51.9579,-403.381,-20922,-90898.8,12045.9,74.6576,-153.133,0,-34.2702,27.2207,-312.38,8908.46,-74046.4,-8730.87,62.9607,171.482,0,19.2336,21.1048,-175.905,5473.5,45110.9,6028.64,-48.5504,168.884,0,-2.27442e-024,1.37283e-024,8.60058e-024,2.87012e-022,-2.38336e-021,4.89209e-022,-305,-205,0
243,1,2.32253,-51.6712,-403.658,-20857.4,-90897.2,12052.6,74.8164,-153.329,0,-34.2728,27.4007,-312.239,8930.53,-74066.2,-8740.75,62.7902,171.398,0,19.17,20.9124,-175.743,5455.87,45109.3,5995.97,-48.3221,168.955,0,-2.12961e-026,1.29071e-026,7.86675e-026,4.03995e-024,-2.22916e-023,4.33123e-024,-305,-205,0
243,2,2.41042,-51.709,-403.847,-20883,-90837.2,12051.2,75.0704,-153.29,0,-34.1338,27.4077,-312.643,8939.68,-74192.1,-8727.86,62.6936,171.406,0,19.1766,20.9061,-175.222,5468.78,45090.9,5983.5,-47.6642,168.789,0,7.71418e-025,-4.65674e-025,-2.91533e-024,-9.86101e-023,8.08343e-022,-1.65693e-022,-305,-205,0
243,3,2.41406,-51.8795,-403.725,-20966.6,-90844.1,12041.9,74.9854,-153.067,0,-34.0185,27.2181,-313.233,8934.15,-74334.3,-8717.75,62.6871,171.478,0,19.2099,21.0699,-174.946,5491.83,45065.1,5973.44,-47.406,168.608,0,-7.13878e-025,4.30922e-025,2.69848e-024,9.08194e-023,-7.48057e-022,1.53414e-022,-305,-205,0
243,4,2.52151,-51.6766,-403.72,-20952.6,-90935,12031.9,74.7574,-153.101,0,-34.0781,27.1578,-313.327,8944.71,-74414.3,-8710.33,62.5027,171.452,0,19.2309,21.0363,-174.958,5468.13,45013.9,5930.75,-47.7162,168.746,0,4.12248e-025,-2.48842e-025,-1.55852e-024,-5.22907e-023,4.31989e-022,-8.86218e-023,-305,-205,0
243,5,2.63546,-51.5417,-403.833,-20952.6,-90855.8,12004.5,75.0163,-153.116,0,-34.1776,27.3352,-313.704,8958.85,-74439.9,-8697.64,62.7071,171.442,0,19.1391,20.8031,-175.183,5445.82,45019.6,5927.81,-48.0146,168.914,0,-1.49379e-025,9.01646e-026,5.64855e-025,1.88586e-023,-1.56533e-022,3.21286e-023,-305,-205,0
243,6,2.60545,-51.5605,-403.632,-20970.5,-90795.6,11990.7,75.0534,-153.045,0,-34.1477,27.4213,-314.435,8964.44,-74482.3,-8722.4,63.1232,171.49,0,19.1156,20.7168,-175.044,5451.04,44990.1,5959.56,-47.9776,168.859,0,3.38342e-027,-2.03907e-027,-1.29056e-026,-3.46039e-025,3.54696e-024,-7.4267e-025,-305,-205,0
243,7,2.61382,-51.3915,-403.464,-20925,-90887.9,11973,74.7311,-153.137,0,-34.0352,27.3377,-314.868,8990.35,-74606,-8752.27,63.0566,171.447,0,19.2169,20.8673,-175.111,5447.03,44924.7,5973.61,-48.4505,168.894,0,4.61959e-026,-2.78867e-026,-1.74579e-025,-5.90791e-024,4.84071e-023,-9.92192e-024,-305,-205,0
243,8,2.87764,-51.2628,-403.479,-20931.6,-90830.8,11953.1,74.881,-153.122,0,-33.9819,27.4166,-314.9,9008.29,-74733.9,-8753.76,62.6739,171.393,0,19.0975,20.9155,-175.303,5432.27,44935.5,5950.54,-48.6699,169.012,0,-4.42895e-026,2.67348e-026,1.67414e-025,5.63546e-024,-4.641e-023,9.51774e-024,-305,-205,0
243,9,3.19588,-51.3052,-403.514,-20986.5,-90774.8,11973.6,75.0393,-152.991,0,-33.9268,27.5085,-315.172,9008.03,-74860.8,-8796.42,62.4766,171.419,0,18.9894,20.8702,-174.826,5431.06,44892.5,5932.02,-48.2169,168.935,0,2.61258e-026,-1.57701e-026,-9.8769e-026,-3.31442e-024,2.73768e-023,-5.61621e-024,-305,-205,0
244,0,3.23708,-51.331,-403.502,-21008.8,-90860.6,11971.7,74.8198,-152.934,0,-33.7968,27.4916,-315.999,9046.73,-74947.9,-8816.28,62.8227,171.371,0,19.1441,20.8268,-174.418,5440.23,44890.4,5927.45,-47.6282,168.809,0,-9.78121e-027,5.90393e-027,3.69856e-026,1.23535e-024,-1.02497e-023,2.10367e-024,-305,-205,0
