Devices
1000
,,Force Plate 1 - Force,,,Force Plate 1 - Moment,,,Force Plate 1 - CoP,,,Force Plate 2 - Force,,,Force Plate 2 - Moment,,,Force Plate 2 - CoP,,,Force Plate 3 - Force,,,Force Plate 3 - Moment,,,Force Plate 3 - CoP,,,Force Plate 4 - Force,,,Force Plate 4 - Moment,,,Force Plate 4 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
393,1,1.11172,-48.6105,-416.078,-23403.2,-92694.8,11954,77.2177,-148.753,0,-24.3217,30.3292,-405.714,12970,-93583.8,-9127.51,69.3355,168.032,0,18.7057,17.5598,-151.407,4751.49,39130.3,5190.71,-46.5549,168.618,0,0,-0,0,0,-0,0,-305,-205,0
393,2,1.18134,-48.5655,-415.981,-23405.5,-92700,11964.9,77.1531,-148.734,0,-24.2693,30.2685,-405.931,12910.3,-93507.5,-9094.21,69.6466,168.196,0,18.6132,17.5617,-151.606,4769.97,39226.2,5198.31,-46.2622,168.537,0,0,-0,0,0,-0,0,-305,-205,0
393,3,1.23048,-48.4606,-416.286,-23388,-92589.4,11958.8,77.5822,-148.817,0,-24.3306,30.2125,-405.818,12913.1,-93434.2,-9111.93,69.7634,168.18,0,18.5357,17.633,-151.887,4795.38,39249.9,5177.95,-46.5842,168.428,0,0,-0,0,0,-0,0,-305,-205,0
393,4,1.10928,-48.5065,-416.808,-23355.8,-92571.7,11966.3,77.9032,-148.965,0,-24.3513,30.1619,-405.448,12973.8,-93500.6,-9141.3,69.3895,168.001,0,18.6356,17.5519,-151.314,4761.35,39191.4,5159.18,-45.9922,168.533,0,0,-0,0,0,-0,0,-305,-205,0
393,5,1.14484,-48.59,-416.434,-23370.5,-92663.8,11988.2,77.4828,-148.88,0,-24.3009,30.1964,-405.539,12999.1,-93519.9,-9107.28,69.3938,167.946,0,18.6061,17.4471,-151.315,4765.12,39222.2,5171.44,-45.7912,168.509,0,0,-0,0,0,-0,0,-305,-205,0
393,6,1.26653,-48.6178,-415.878,-23464.3,-92737.5,11973.8,77.008,-148.579,0,-24.2619,30.1977,-405.83,12987.5,-93506.4,-9096.76,69.5922,167.998,0,18.6128,17.4842,-151.7,4802.99,39204.3,5193.67,-46.5664,168.339,0,0,-0,0,0,-0,0,-305,-205,0
393,7,1.25881,-48.5562,-416.034,-23460.1,-92682.6,11971,77.2235,-148.61,0,-24.3313,30.1584,-405.304,12990.5,-93526.3,-9109.33,69.2442,167.949,0,18.6512,17.5779,-151.652,4783.85,39165.1,5197.01,-46.7435,168.455,0,0,-0,0,0,-0,0,-305,-205,0
393,8,1.2953,-48.3992,-416.512,-23350.6,-92679.2,11983.9,77.4873,-148.938,0,-24.4178,30.2563,-405.255,12969.6,-93489.8,-9114.95,69.3061,167.996,0,18.5332,17.5337,-151.456,4740.09,39212,5186.55,-46.0996,168.703,0,0,-0,0,0,-0,0,-305,-205,0
393,9,1.30313,-48.4016,-416.205,-23366.1,-92768.4,11956.9,77.1089,-148.859,0,-24.3728,30.2694,-405.776,12964.5,-93436.6,-9126.77,69.7334,168.05,0,18.6032,17.5289,-151.382,4758.99,39197.9,5164.01,-46.0671,168.563,0,0,-0,0,0,-0,0,-305,-205,0
394,0,1.199,-48.4923,-416.02,-23439.8,-92707.4,11940.3,77.1565,-148.657,0,-24.3561,30.2235,-405.372,12968.1,-93447.3,-9125.8,69.4777,168.01,0,18.7302,17.7002,-151.85,4774.02,39143.2,5149.47,-47.2254,168.561,0,0,-0,0,0,-0,0,-305,-205,0
394,1,1.19709,-48.5324,-416.798,-23421,-92668.6,11975.1,77.6656,-148.807,0,-24.2384,30.192,-405.023,12940.1,-93488,-9115.12,69.1782,168.051,0,18.6636,17.6567,-151.978,4733.38,39189.3,5169.65,-47.1377,168.855,0,0,-0,0,0,-0,0,-305,-205,0
394,2,1.2893,-48.5579,-417.138,-23411,-92761.6,11996.7,77.6239,-148.877,0,-24.1239,30.1238,-405.367,12936,-93466.2,-9095.49,69.4284,168.088,0,18.6174,17.4841,-151.384,4748.81,39202.7,5177.78,-46.0383,168.631,0,0,-0,0,0,-0,0,-305,-205,0
394,3,1.33778,-48.5491,-416.479,-23387.5,-92800.5,11965.1,77.1785,-148.845,0,-24.2767,30.1737,-405.605,12933.5,-93480.3,-9095.74,69.5287,168.113,0,18.6059,17.5142,-151.361,4786.31,39167.5,5160.39,-46.2317,168.378,0,0,-0,0,0,-0,0,-305,-205,0
394,4,1.30566,-48.5233,-416.163,-23367.9,-92793.7,11948.4,77.0258,-148.849,0,-24.3301,30.2451,-405.49,12945.9,-93552.4,-9137.53,69.2855,168.073,0,18.5505,17.6514,-151.802,4782.55,39156.9,5175.63,-47.0524,168.495,0,0,-0,0,0,-0,0,-305,-205,0
394,5,1.30385,-48.4383,-416.716,-23451.5,-92792.3,11948.3,77.3248,-148.723,0,-24.2607,30.2614,-405.342,12972.3,-93571.4,-9138.1,69.1544,167.997,0,18.4948,17.7769,-151.804,4771.16,39098.7,5188.13,-47.439,168.57,0,0,-0,0,0,-0,0,-305,-205,0
394,6,1.38668,-48.4466,-417.034,-23487.2,-92840.7,11932.9,77.3786,-148.68,0,-24.2222,30.2259,-405.351,12924.8,-93588.7,-9122.29,69.1165,168.115,0,18.534,17.6698,-151.548,4745.85,39078.1,5175.79,-47.1406,168.684,0,0,-0,0,0,-0,0,-305,-205,0
394,7,1.49388,-48.5573,-416.784,-23419.5,-92842.3,11939.7,77.2413,-148.809,0,-24.1336,30.1095,-405.349,12904.8,-93551.9,-9151.91,69.2066,168.164,0,18.6259,17.4954,-151.449,4749.17,39167.1,5170.93,-46.3834,168.642,0,0,-0,0,0,-0,0,-305,-205,0
394,8,1.48138,-48.5746,-416.78,-23387.5,-92758,11965,77.4415,-148.885,0,-24.184,30.0722,-405.546,12952.8,-93471.2,-9129.14,69.5176,168.061,0,18.6615,17.5741,-151.428,4783.03,39199,5168.42,-46.1382,168.414,0,0,-0,0,0,-0,0,-305,-205,0
394,9,1.36503,-48.5308,-417.129,-23397.3,-92793.6,11961.1,77.5424,-148.909,0,-24.2962,30.2138,-405.748,12943.1,-93474,-9088.59,69.6253,168.101,0,18.6431,17.6393,-151.347,4787.72,39156.9,5175.07,-46.2765,168.366,0,0,-0,0,0,-0,0,-305,-205,0
395,0,1.51008,-48.4435,-417.357,-23397.9,-92875.5,11951.1,77.4673,-148.938,0,-24.2212,30.2859,-405.519,12921.9,-93478.2,-9101.48,69.4847,168.135,0,18.6133,17.5555,-151.392,4750.96,39158.5,5173.52,-46.3439,168.618,0,0,-0,0,0,-0,0,-305,-205,0
395,1,1.66144,-48.4049,-417.36,-23440.7,-92867.2,11998.6,77.4888,-148.836,0,-24.1364,30.2363,-405.249,12935.1,-93477.3,-9103.59,69.3339,168.081,0,18.6656,17.4875,-151.458,4713.54,39169.7,5167.07,-46.3817,168.879,0,0,-0,0,0,-0,0,-305,-205,0
395,2,1.5208,-48.4316,-417.169,-23482.6,-92915.9,12012.2,77.2704,-148.71,0,-24.1923,30.2167,-405.24,12929.4,-93483.3,-9116.69,69.3137,168.094,0,18.7185,17.4966,-151.304,4726.25,39188,5178.87,-45.9986,168.763,0,0,-0,0,0,-0,0,-305,-205,0
395,3,1.4231,-48.4021,-417.249,-23453.7,-92951.1,11959.9,77.2285,-148.79,0,-24.2535,30.1382,-405.33,12898.3,-93413.6,-9150.45,69.5371,168.178,0,18.6694,17.6023,-151.204,4762.84,39157.2,5170.87,-46.0313,168.501,0,0,-0,0,0,-0,0,-305,-205,0
395,4,1.4067,-48.3883,-417.542,-23447.6,-92869.9,11947.5,77.5796,-148.844,0,-24.2668,30.1845,-405.315,12870.7,-93403.8,-9152.03,69.5523,168.245,0,18.5917,17.6561,-151.273,4772.2,39108.5,5147.84,-46.4713,168.453,0,0,-0,0,0,-0,0,-305,-205,0
395,5,1.40589,-48.4567,-417.493,-23461.6,-92884.1,11959.3,77.5195,-148.804,0,-24.2052,30.3455,-405.214,12876.1,-93485.6,-9123.11,69.293,168.224,0,18.5569,17.5009,-151.189,4763.87,39181.1,5165.33,-45.8467,168.491,0,0,-0,0,0,-0,0,-305,-205,0
395,6,1.48258,-48.5637,-417.329,-23452.6,-92992.4,11957.3,77.1723,-148.803,0,-24.1637,30.3321,-405.279,12919.8,-93503.7,-9103.76,69.2859,168.121,0,18.601,17.4662,-151.037,4757.87,39215,5197.53,-45.3621,168.499,0,0,-0,0,0,-0,0,-305,-205,0
395,7,1.53594,-48.5824,-417.214,-23465.5,-92981.9,11948.1,77.1359,-148.757,0,-24.3378,30.3018,-405.334,12949.2,-93476.6,-9126.75,69.3838,168.053,0,18.5965,17.646,-151.254,4757.98,39119.1,5188.99,-46.3671,168.543,0,0,-0,0,0,-0,0,-305,-205,0
395,8,1.52618,-48.5742,-417.51,-23464.5,-92930.7,11951.5,77.4171,-148.799,0,-24.3723,30.3623,-405.207,12955.4,-93472.8,-9143.65,69.3209,168.028,0,18.5574,17.6154,-151.52,4754.8,39020.8,5167.99,-47.4715,168.619,0,0,-0,0,0,-0,0,-305,-205,0
395,9,1.58672,-48.5745,-417.907,-23448.9,-92984.4,11956.2,77.5,-148.89,0,-24.1744,30.465,-405.327,12968.1,-93500.8,-9129.01,69.32,168.006,0,18.5821,17.4929,-151.432,4740.59,39034.3,5178.1,-47.2332,168.695,0,0,-0,0,0,-0,0,-305,-205,0
396,0,1.57433,-48.4845,-417.646,-23448,-93027.8,11943.7,77.2568,-148.857,0,-24.1354,30.4537,-405.601,12937.1,-93515.9,-9139.19,69.4386,168.104,0,18.5674,17.6065,-151.332,4754.12,39104.3,5169.03,-46.5987,168.585,0,0,-0,0,0,-0,0,-305,-205,0
396,1,1.45824,-48.5176,-417.662,-23444.5,-92990.5,11950.4,77.3544,-148.867,0,-24.2216,30.3118,-405.6,12928.2,-93504.6,-9153.23,69.466,168.126,0,18.6447,17.7013,-151.33,4755.52,39084.8,5143.46,-46.7249,168.575,0,0,-0,0,0,-0,0,-305,-205,0
396,2,1.55396,-48.565,-418.277,-23470.5,-92997.5,11950,77.6651,-148.888,0,-24.3047,30.3926,-405.311,12963.7,-93467.5,-9143.38,69.393,168.015,0,18.7026,17.4879,-151.226,4704.99,39081.7,5162.3,-46.567,168.888,0,0,-0,0,0,-0,0,-305,-205,0
396,3,1.65925,-48.5067,-418.403,-23467.9,-93122.3,11948.8,77.4339,-148.911,0,-24.2453,30.5097,-405.136,12936.1,-93420.5,-9148.77,69.4094,168.07,0,18.588,17.3249,-151.16,4686.42,39140.3,5162.22,-46.0674,168.997,0,0,-0,0,0,-0,0,-305,-205,0
396,4,1.6315,-48.565,-417.83,-23432.9,-93193.1,11978.2,76.9593,-148.918,0,-24.166,30.4255,-405.389,12896.8,-93464.8,-9158.64,69.4441,168.187,0,18.6546,17.5269,-151.322,4703.73,39139.2,5166.59,-46.3513,168.916,0,0,-0,0,0,-0,0,-305,-205,0
396,5,1.64976,-48.6025,-417.717,-23487.2,-93095.2,11965.7,77.1335,-148.772,0,-24.2366,30.4513,-405.251,12917.9,-93506.5,-9138.12,69.2628,168.124,0,18.6855,17.6571,-151.5,4721.3,39108.9,5196.36,-46.8564,168.836,0,0,-0,0,0,-0,0,-305,-205,0
396,6,1.65046,-48.5798,-418.385,-23529.1,-93081.8,11933.7,77.5215,-148.762,0,-24.2355,30.5603,-404.731,12947.9,-93440,-9125.71,69.1305,168.009,0,18.4877,17.5406,-151.534,4756.45,39108.4,5165.44,-46.9161,168.611,0,0,-0,0,0,-0,0,-305,-205,0
396,7,1.67558,-48.6543,-418.616,-23493.7,-93156.5,11942.5,77.4655,-148.878,0,-24.1926,30.5656,-404.868,12911.6,-93381.8,-9164.9,69.3523,168.109,0,18.4849,17.4519,-151.392,4762.57,39126.6,5157.14,-46.5546,168.542,0,0,-0,0,0,-0,0,-305,-205,0
396,8,1.65436,-48.6857,-418.437,-23492.1,-93080.1,11963.7,77.5531,-148.858,0,-24.1929,30.5267,-405.012,12879.3,-93392.5,-9196.25,69.4083,168.2,0,18.6663,17.4964,-151.126,4738.99,39093.2,5193.08,-46.32,168.642,0,0,-0,0,0,-0,0,-305,-205,0
396,9,1.60209,-48.6027,-418.363,-23512,-93085,11975.2,77.5019,-148.8,0,-24.1976,30.5198,-404.729,12904.3,-93451.8,-9190.94,69.1005,168.116,0,18.6768,17.6139,-151.154,4749.01,39026.6,5189.76,-46.8084,168.582,0,0,-0,0,0,-0,0,-305,-205,0
397,0,1.61371,-48.6074,-418.53,-23522.2,-93238.2,11967.8,77.2244,-148.798,0,-24.1739,30.5389,-404.737,12894.8,-93466.2,-9174.26,69.0692,168.14,0,18.5531,17.5586,-151.315,4744.02,39097,5179.07,-46.6184,168.648,0,0,-0,0,0,-0,0,-305,-205,0
397,1,1.46453,-48.7177,-418.869,-23546.3,-93210.3,11958.9,77.4713,-148.786,0,-24.1284,30.5199,-404.907,12852.3,-93401,-9156.89,69.3273,168.259,0,18.6276,17.4272,-151.295,4742.03,39181.4,5176.71,-46.027,168.657,0,0,-0,0,0,-0,0,-305,-205,0
397,2,1.38437,-48.6937,-418.766,-23543.2,-93114.3,11960.4,77.6458,-148.78,0,-24.2016,30.4863,-404.868,12831.5,-93391.5,-9171.04,69.3286,168.307,0,18.6281,17.4522,-151.459,4772.97,39119.4,5158.17,-46.7169,168.487,0,0,-0,0,0,-0,0,-305,-205,0
397,3,1.6025,-48.5033,-418.709,-23513.2,-93142.5,11961.1,77.5482,-148.844,0,-24.2653,30.5138,-404.52,12864.2,-93448.5,-9184.22,68.9891,168.199,0,18.4493,17.5339,-151.61,4740.27,39085.8,5150.88,-47.1956,168.734,0,0,-0,0,0,-0,0,-305,-205,0
397,4,1.73342,-48.4502,-418.956,-23546.4,-93170.4,11956.3,77.6132,-148.798,0,-24.1703,30.6271,-404.286,12898,-93432.4,-9184.34,68.8951,168.097,0,18.5369,17.5523,-151.411,4700.48,39100.5,5173.63,-46.7598,168.956,0,0,-0,0,0,-0,0,-305,-205,0
397,5,1.62659,-48.627,-418.883,-23576.5,-93209.9,11961.6,77.48,-148.716,0,-24.0824,30.662,-404.662,12869.1,-93384,-9201.45,69.2295,168.198,0,18.5931,17.4745,-151.28,4720.38,39114.4,5172.07,-46.4431,168.797,0,0,-0,0,0,-0,0,-305,-205,0
397,6,1.50929,-48.7244,-418.535,-23551.7,-93263.4,11968.1,77.1671,-148.728,0,-24.1336,30.5396,-405.222,12888.3,-93422.1,-9199.92,69.4543,168.194,0,18.5654,17.4725,-151.419,4735.93,39152.7,5154.07,-46.4277,168.723,0,0,-0,0,0,-0,0,-305,-205,0
397,7,1.44658,-48.5757,-418.707,-23555.8,-93261.4,11968.2,77.2633,-148.742,0,-24.2254,30.5591,-405.205,12906.1,-93412.4,-9174.52,69.4688,168.149,0,18.6627,17.5183,-151.621,4749.94,39152.3,5166.93,-46.7758,168.672,0,0,-0,0,0,-0,0,-305,-205,0
397,8,1.41366,-48.5311,-419.359,-23549.9,-93275.6,11982.4,77.5757,-148.843,0,-24.165,30.6611,-404.508,12853.3,-93324.5,-9171.83,69.2886,168.225,0,18.5522,17.4657,-151.538,4752.19,39172.9,5178.56,-46.4983,168.64,0,0,-0,0,0,-0,0,-305,-205,0
397,9,1.47489,-48.7124,-419.207,-23546.3,-93285.1,11974.9,77.4726,-148.831,0,-24.1067,30.6048,-404.321,12860.9,-93311.7,-9194.91,69.2136,168.191,0,18.4877,17.4926,-151.297,4727.13,39225.6,5174.31,-45.7376,168.756,0,0,-0,0,0,-0,0,-305,-205,0
398,0,1.49914,-48.6021,-418.919,-23586.9,-93289.9,11987.5,77.3079,-148.696,0,-24.1805,30.587,-404.776,12841.4,-93306.8,-9212.43,69.4854,168.275,0,18.6292,17.6475,-151.608,4740.57,39207.8,5161.96,-46.3867,168.731,0,0,-0,0,0,-0,0,-305,-205,0
398,1,1.5232,-48.4628,-419.341,-23592.7,-93342.4,12023.4,77.4067,-148.738,0,-24.2214,30.6254,-404.643,12799.3,-93252.1,-9224.95,69.5448,168.369,0,18.6542,17.7402,-151.957,4753.94,39192.8,5151.41,-47.0799,168.715,0,0,-0,0,0,-0,0,-305,-205,0
398,2,1.6227,-48.6951,-419.559,-23573.5,-93343.3,11974.7,77.5206,-148.814,0,-24.2007,30.6604,-404.396,12830.1,-93242.3,-9234.37,69.4283,168.273,0,18.5457,17.6167,-151.795,4737.76,39206.6,5166.65,-46.7131,168.788,0,0,-0,0,0,-0,0,-305,-205,0
398,3,1.56346,-48.6933,-419.353,-23577.7,-93270.9,11919.2,77.5835,-148.776,0,-24.1657,30.6993,-404.558,12826.5,-93317.2,-9240.6,69.3353,168.295,0,18.4657,17.5819,-151.797,4754.27,39158.9,5178.14,-47.031,168.68,0,0,-0,0,0,-0,0,-305,-205,0
398,4,1.54841,-48.5333,-419.234,-23608.2,-93251.1,11951.7,77.5679,-148.687,0,-24.194,30.6419,-404.269,12849.9,-93344,-9228.49,69.1041,168.214,0,18.5529,17.7095,-152.033,4746.18,39150.8,5156.95,-47.4855,168.782,0,0,-0,0,0,-0,0,-305,-205,0
398,5,1.54228,-48.5496,-419.558,-23612.3,-93336.6,12004.8,77.5359,-148.721,0,-24.2048,30.6578,-403.891,12888.3,-93250.5,-9191.67,69.1196,168.09,0,18.5513,17.5325,-151.976,4725.24,39231.2,5141.66,-46.859,168.908,0,0,-0,0,0,-0,0,-305,-205,0
398,6,1.30523,-48.5515,-419.452,-23560.1,-93364.8,11995.6,77.4126,-148.831,0,-24.1651,30.7239,-404.231,12832.2,-93238.7,-9188.67,69.3428,168.255,0,18.4436,17.4097,-151.706,4755.35,39251.8,5163.45,-46.2641,168.654,0,0,-0,0,0,-0,0,-305,-205,0
398,7,1.30354,-48.6555,-419.026,-23564.2,-93290,11967.9,77.3643,-148.764,0,-24.2522,30.5568,-404.235,12808.2,-93267.1,-9217.41,69.2752,168.315,0,18.5548,17.5445,-151.823,4785.86,39232.5,5185.18,-46.5911,168.477,0,0,-0,0,0,-0,0,-305,-205,0
398,8,1.46738,-48.7265,-419.542,-23610.9,-93313,11998.5,77.5834,-148.722,0,-24.2974,30.4534,-403.656,12835.7,-93187.3,-9212.03,69.1418,168.201,0,18.6274,17.4427,-151.929,4772.27,39241.6,5182.47,-46.7115,168.589,0,0,-0,0,0,-0,0,-305,-205,0
398,9,1.42354,-48.6411,-419.845,-23608.6,-93357,12014.3,77.6393,-148.768,0,-24.1876,30.6736,-403.817,12835.2,-93183.5,-9201.95,69.243,168.215,0,18.4825,17.4156,-151.628,4746.38,39278.5,5185.14,-45.9542,168.697,0,0,-0,0,0,-0,0,-305,-205,0
399,0,1.40165,-48.6171,-419.345,-23585.7,-93366.6,11974.3,77.3514,-148.756,0,-24.2081,30.7876,-404.304,12834.3,-93214.6,-9226.25,69.4443,168.256,0,18.4293,17.6515,-151.8,4775.79,39332.4,5187.74,-45.8933,168.539,0,0,-0,0,0,-0,0,-305,-205,0
399,1,1.40863,-48.5921,-419.488,-23553.3,-93435.5,11943.2,77.2632,-148.852,0,-24.2919,30.6486,-404.187,12827.9,-93162.6,-9228.27,69.5063,168.263,0,18.4666,17.6929,-152.25,4796.85,39323,5174.81,-46.7217,168.494,0,0,-0,0,0,-0,0,-305,-205,0
399,2,1.4556,-48.5277,-419.629,-23535.2,-93402.6,11977.4,77.4159,-148.914,0,-24.24,30.5953,-403.859,12808.1,-93155.7,-9199.61,69.3361,168.286,0,18.4333,17.6023,-152.07,4767.44,39287.5,5154.62,-46.6485,168.65,0,0,-0,0,0,-0,0,-305,-205,0
399,3,1.5606,-48.5625,-419.079,-23554.5,-93331.6,12017.8,77.2937,-148.795,0,-24.2058,30.7215,-403.762,12785.7,-93158,-9191.01,69.2747,168.333,0,18.4763,17.6113,-151.725,4752.58,39263.5,5148.4,-46.2198,168.676,0,0,-0,0,0,-0,0,-305,-205,0
399,4,1.43206,-48.6002,-419.214,-23582.5,-93361.1,11990.6,77.2947,-148.746,0,-24.2177,30.6979,-403.83,12779.9,-93134.1,-9203.5,69.3727,168.353,0,18.5196,17.5997,-152.004,4757.58,39247.5,5156.88,-46.7995,168.701,0,0,-0,0,0,-0,0,-305,-205,0
399,5,1.35865,-48.5562,-419.579,-23571.6,-93378.1,11992.4,77.4481,-148.821,0,-24.212,30.4431,-403.445,12800.6,-93122.8,-9209.53,69.181,168.272,0,18.4089,17.5186,-152.318,4758.75,39272,5157.91,-47.1705,168.758,0,0,-0,0,0,-0,0,-305,-205,0
399,6,1.51,-48.5671,-419.52,-23523.4,-93374.8,12005.2,77.4245,-148.928,0,-24.2131,30.4925,-402.996,12801.9,-93095,-9194.39,68.9927,168.233,0,18.3817,17.5245,-151.878,4741.66,39295.4,5164.52,-46.2705,168.78,0,0,-0,0,0,-0,0,-305,-205,0
399,7,1.3648,-48.574,-419.699,-23540.5,-93396.2,11973.1,77.4686,-148.911,0,-24.2883,30.7245,-403.444,12799,-93110.7,-9180.49,69.2105,168.276,0,18.387,17.5982,-151.608,4759.71,39335.9,5181.07,-45.541,168.605,0,0,-0,0,0,-0,0,-305,-205,0
399,8,1.23018,-48.5514,-419.625,-23583.5,-93380.9,11983.7,77.4657,-148.799,0,-24.4156,30.5561,-403.689,12819.9,-93132.3,-9187.02,69.2967,168.243,0,18.2928,17.5468,-152.05,4796.19,39363.5,5192.61,-46.1139,168.456,0,0,-0,0,0,-0,0,-305,-205,0
399,9,1.55908,-48.5782,-419.543,-23575.8,-93339,11998.9,77.5221,-148.806,0,-24.3754,30.4221,-403.284,12812.3,-93114.3,-9173.89,69.1101,168.23,0,18.2919,17.4862,-152.298,4793.24,39343.7,5185.36,-46.6663,168.527,0,0,-0,0,0,-0,0,-305,-205,0
400,0,1.58344,-48.5759,-419.876,-23597.4,-93381.8,12005.8,77.5966,-148.799,0,-24.2747,30.6628,-403.348,12773,-93121.7,-9139.04,69.1284,168.333,0,18.3865,17.5357,-152.351,4786.29,39334.7,5171.51,-46.8161,168.584,0,0,-0,0,0,-0,0,-305,-205,0
400,1,1.25593,-48.5413,-419.76,-23619.5,-93362.2,12028.6,77.5821,-148.731,0,-24.3221,30.6668,-403.308,12773.1,-93058.9,-9152.49,69.2606,168.329,0,18.4775,17.5552,-152.541,4763.8,39323.1,5152.4,-47.2127,168.77,0,0,-0,0,0,-0,0,-305,-205,0
400,2,1.3971,-48.5677,-419.671,-23577.8,-93298,12010.9,77.6878,-148.818,0,-24.3091,30.3985,-402.756,12785.2,-92969.2,-9191.75,69.1676,168.256,0,18.4607,17.5567,-152.429,4761.82,39326.6,5132.16,-47.0007,168.76,0,0,-0,0,0,-0,0,-305,-205,0
400,3,1.58123,-48.5791,-420.035,-23510.3,-93393.5,11996.2,77.6532,-149.028,0,-24.2334,30.4642,-402.59,12747.1,-93000.7,-9186.07,68.9937,168.337,0,18.3631,17.549,-152.237,4772.33,39298.2,5163.95,-46.8615,168.652,0,0,-0,0,0,-0,0,-305,-205,0
400,4,1.44676,-48.55,-420.002,-23518.8,-93429.3,11993.9,77.5505,-149.003,0,-24.2963,30.6269,-402.796,12762.8,-93021.4,-9167.11,69.0608,168.314,0,18.3017,17.5017,-152.202,4750.18,39293.2,5187.87,-46.8351,168.79,0,0,-0,0,0,-0,0,-305,-205,0
400,5,1.45368,-48.6648,-419.833,-23589.4,-93328.8,11974.8,77.7004,-148.812,0,-24.3858,30.4778,-402.836,12808.9,-92966.6,-9160.93,69.2197,168.203,0,18.2946,17.4786,-152.082,4770.6,39396,5154.17,-45.9548,168.631,0,0,-0,0,0,-0,0,-305,-205,0
400,6,1.49914,-48.6936,-419.892,-23572.9,-93334.7,11970,77.7176,-148.86,0,-24.3952,30.4168,-402.704,12773.1,-92951.9,-9156.39,69.1804,168.282,0,18.3518,17.4511,-152.372,4781.83,39389.2,5149.12,-46.4929,168.617,0,0,-0,0,0,-0,0,-305,-205,0
400,7,1.47022,-48.5274,-419.743,-23527.1,-93428.8,11977.7,77.4144,-148.949,0,-24.3837,30.5482,-402.625,12748.8,-92964.7,-9148.38,69.1033,168.336,0,18.3414,17.3977,-152.715,4750,39352.3,5164.85,-47.316,168.896,0,0,-0,0,0,-0,0,-305,-205,0
400,8,1.43445,-48.4386,-419.333,-23540.5,-93390.4,11988.4,77.2882,-148.862,0,-24.3225,30.6329,-402.54,12749.2,-92946.6,-9142.11,69.0998,168.328,0,18.3109,17.4538,-152.273,4762.92,39405.8,5164.81,-46.2165,168.721,0,0,-0,0,0,-0,0,-305,-205,0
400,9,1.3277,-48.4214,-419.029,-23562.4,-93324.5,11991.6,77.2841,-148.769,0,-24.2192,30.6818,-402.425,12754.5,-92929.2,-9148.95,69.0772,168.306,0,18.317,17.5417,-152.306,4788.45,39362.3,5166.25,-46.5583,168.56,0,0,-0,0,0,-0,0,-305,-205,0
401,0,1.33615,-48.5494,-419.356,-23575.1,-93369.1,11998.4,77.3512,-148.783,0,-24.2871,30.6298,-402.352,12768.1,-92895.3,-9151.85,69.1191,168.266,0,18.2551,17.4544,-153.057,4792.4,39321.8,5158.77,-48.09,168.689,0,0,-0,0,0,-0,0,-305,-205,0
401,1,1.37791,-48.6711,-419.655,-23573.6,-93367.7,12009.3,77.5133,-148.826,0,-24.4121,30.5447,-402.118,12745.2,-92871.5,-9160.38,69.0439,168.305,0,18.3172,17.4864,-152.719,4790.63,39358,5158.97,-47.2856,168.631,0,0,-0,0,0,-0,0,-305,-205,0
401,2,1.33113,-48.5857,-419.293,-23570.8,-93346.5,12004.5,77.3717,-148.784,0,-24.3361,30.538,-401.892,12762.5,-92895.3,-9158.8,68.8552,168.244,0,18.4256,17.6879,-152.22,4786.07,39343.2,5160.66,-46.5373,168.558,0,0,-0,0,0,-0,0,-305,-205,0
401,3,1.41052,-48.5022,-419.339,-23599.1,-93337.1,12005.8,77.4187,-148.723,0,-24.3493,30.5729,-401.965,12773.9,-92797,-9161.7,69.1415,168.221,0,18.298,17.6445,-152.564,4788.07,39325,5147.96,-47.2394,168.616,0,0,-0,0,0,-0,0,-305,-205,0
401,4,1.42432,-48.5455,-419.652,-23595,-93330.3,11997.6,77.6005,-148.775,0,-24.4394,30.5396,-402.049,12702.6,-92700,-9192.61,69.4312,168.405,0,18.2153,17.4356,-152.407,4774.63,39412.4,5139.79,-46.4007,168.672,0,0,-0,0,0,-0,0,-305,-205,0
401,5,1.24749,-48.7278,-419.573,-23537,-93348.6,11974.7,77.515,-148.902,0,-24.3299,30.3439,-402.144,12680.9,-92818,-9176.22,69.1921,168.467,0,18.3409,17.3957,-152.332,4775.25,39493.5,5136.54,-45.7405,168.652,0,0,-0,0,0,-0,0,-305,-205,0
401,6,1.18329,-48.7344,-419.586,-23536.3,-93309.6,11972.5,77.6151,-148.906,0,-24.357,30.2487,-402.092,12720.3,-92812.7,-9146.74,69.1754,168.365,0,18.3476,17.5025,-152.878,4801.69,39413.4,5151.33,-47.1905,168.591,0,0,-0,0,0,-0,0,-305,-205,0
401,7,1.26874,-48.4841,-419.529,-23535.1,-93333,11971.6,77.529,-148.901,0,-24.4858,30.3909,-401.643,12735.6,-92669.8,-9152.43,69.273,168.291,0,18.1557,17.4662,-152.962,4791.38,39354.1,5167.49,-47.7196,168.676,0,0,-0,0,0,-0,0,-305,-205,0
